Delta r		Exact result		Numerical result
0.3	0.0437800323665262	-0.102199316822461
0.6	0.0620641791675562	-0.145123197428921
0.9	0.0629582651418948	-0.147412820686122
1.2	0.0525465997474061	-0.12316837838406
1.5	0.0353338105754745	-0.0829122487711629
1.8	0.0145978044479054	-0.0343650307043642
2.1	-0.00732926059051982	0.0169313340074738
2.4	-0.0288381853785519	0.06711509541508
2.7	-0.0488668481062337	0.113607637225783
3	-0.0667620411869636	0.154798674884321
3.3	-0.0821715485620141	0.189798019964991
3.6	-0.0949603901975154	0.218241016928523
3.9	-0.105146311593735	0.24013714177951
4.2	-0.112850537962606	0.255753150424553
4.5	-0.118260582185399	0.265523792315914
4.8	-0.121602523252993	0.269984393919588
5.1	-0.1231206828683	0.269720711074034
5.4	-0.12306304313146	0.265332330743025
5.7	-0.121671084978678	0.257406620673982
6	-0.119172999535066	0.246500835755044
6.3	-0.115779444500901	0.233130446189198
6.6	-0.111681194778122	0.217762178527399
6.9	-0.10704817870337	0.200810542587664
7.2	-0.102029505010793	0.182636911224606
7.5	-0.0967541763550067	0.16355039477297
7.8	-0.0913322572672844	0.143809944992167
8.1	-0.085856321382964	0.123627239186263
8.4	-0.0804030475946375	0.10317000859723
8.7	-0.0750348698419317	0.0825655618418069
9	-0.0698016124880236	0.0619043082798515
9.3	-0.0647420642336924	0.0412431566316673
9.6	-0.0598854595607013	0.0206086808885403
