##x	cubic 	quartic
-0.472	40.8776626422106	41.0100714984247
-0.47	40.686320228138	40.8505678551212
-0.468	40.4949778140654	40.6880319479349
-0.466	40.3036353999928	40.5224637768659
-0.464	40.1122929859202	40.353863341914
-0.462	39.9209505718476	40.1822306430794
-0.46	39.729608157775	40.0075656803621
-0.458	39.5382657437024	39.8298684537619
-0.456	39.3469233296299	39.649138963279
-0.454	39.1555809155573	39.4653772089134
-0.452	38.9642385014847	39.2785831906649
-0.45	38.7728960874121	39.0887569085337
-0.448	38.5815536733395	38.8958983625198
-0.446	38.3902112592669	38.700007552623
-0.444	38.1988688451943	38.5010844788435
-0.442	38.0075264311217	38.2991291411812
-0.44	37.8161840170492	38.0941415396362
-0.438	37.6248416029766	37.8861216742084
-0.436	37.433499188904	37.6750695448978
-0.434	37.2421567748314	37.4609851517045
-0.432	37.0508143607588	37.2438684946283
-0.43	36.8594719466862	37.0237195736695
-0.428	36.6681295326136	36.8005383888278
-0.426	36.476787118541	36.5743249401034
-0.424	36.2854447044684	36.3450792274962
-0.422	36.0941022903959	36.1128012510063
-0.42	35.9027598763233	35.8774910106335
-0.418	35.7114174622507	35.639148506378
-0.416	35.5200750481781	35.3977737382398
-0.414	35.3287326341055	35.1533667062188
-0.412	35.1373902200329	34.905927410315
-0.41	34.9460478059603	34.6554558505284
-0.408	34.7547053918877	34.4019520268591
-0.406	34.5633629778152	34.145415939307
-0.404	34.3720205637426	33.8858475878721
-0.402	34.18067814967	33.6232469725545
-0.4	33.6837170575837	33.3576140933541
-0.398	33.372835741654	33.0850824860178
-0.396	33.0619544257243	32.8109855844532
-0.394	32.7510731097945	32.5353233886603
-0.392	32.4401917938648	32.258095898639
-0.39	32.1293104779351	31.9793031143895
-0.388	31.8184291620054	31.6989450359117
-0.386	31.5075478460757	31.4170216632056
-0.384	31.196666530146	31.1335329962712
-0.382	30.8857852142163	30.8484790351085
-0.38	30.5749038982866	30.5618597797174
-0.378	30.2640225823569	30.2736752300981
-0.376	29.9531412664272	29.9839253862505
-0.374	29.6422599504975	29.6926102481745
-0.372	29.3313786345678	29.3997298158703
-0.37	29.0204973186381	29.1052840893378
-0.368	28.7096160027084	28.8092730685769
-0.366	28.3987346867787	28.5116967535878
-0.364	28.087853370849	28.2125551443703
-0.362	27.7769720549193	27.9118482409246
-0.36	27.4660907389896	27.6095760432506
-0.358	27.1552094230599	27.3057385513482
-0.356	26.8443281071302	27.0003357652176
-0.354	26.5334467912004	26.6933676848586
-0.352	26.2225654752707	26.3848343102714
-0.35	25.911684159341	26.0747356414558
-0.348	25.6008028434113	25.7630716784119
-0.346	25.2899215274816	25.4498424211398
-0.344	24.9790402115519	25.1350478696393
-0.342	24.6681588956222	24.8186880239106
-0.34	24.3572775796925	24.5007628839535
-0.338	24.0463962637628	24.1812724497681
-0.336	23.7355149478331	23.8602167213545
-0.334	23.4246336319034	23.5375956987125
-0.332	23.1137523159737	23.2134093818422
-0.33	22.802871000044	22.8876577707436
-0.328	22.4919896841143	22.5603408654168
-0.326	22.1811083681846	22.2314586658616
-0.324	21.8702270522549	21.9010111720781
-0.322	21.5593457363252	21.5689983840663
-0.32	21.2484644203955	21.2354203018263
-0.318	20.9375831044657	20.9002769253579
-0.316	20.626701788536	20.5635682546612
-0.314	20.3158204726063	20.2252942897362
-0.312	20.0049391566766	19.8854550305829
-0.31	19.6940578407469	19.5440504772013
-0.308	19.3831765248172	19.2010806295914
-0.306	19.0722952088875	18.8565454877532
-0.304	18.7614138929578	18.5104450516867
-0.302	18.4505325770281	18.1627793213919
-0.3	17.8334169974554	17.8135482968688
-0.298	17.4963521495192	17.4788200081216
-0.296	17.159287301583	17.1439963496116
-0.294	16.8222224536468	16.8090773213387
-0.292	16.4851576057106	16.4740629233031
-0.29	16.1480927577744	16.1389531555046
-0.288	15.8110279098382	15.8037480179433
-0.286	15.473963061902	15.4684475106192
-0.284	15.1368982139658	15.1330516335323
-0.282	14.7998333660297	14.7975603866825
-0.28	14.4627685180935	14.46197377007
-0.278	14.1257036701573	14.1262917836946
-0.276	13.7886388222211	13.7905144275564
-0.274	13.4515739742849	13.4546417016554
-0.272	13.1145091263487	13.1186736059916
-0.27	12.7774442784125	12.782610140565
-0.268	12.4403794304763	12.4464513053756
-0.266	12.1033145825401	12.1101971004233
-0.264	11.7662497346039	11.7738475257082
-0.262	11.4291848866678	11.4374025812304
-0.26	11.0921200387316	11.1008622669896
-0.258	10.7550551907954	10.7642265829861
-0.256	10.4179903428592	10.4274955292198
-0.254	10.080925494923	10.0906691056906
-0.252	9.74386064698679	9.75374731239866
-0.25	9.4067957990506	9.41673014934388
-0.248	9.0697309511144	9.07961761652628
-0.246	8.73266610317821	8.74240971394586
-0.244	8.39560125524202	8.40510644160263
-0.242	8.05853640730583	8.06770779949658
-0.24	7.72147155936964	7.73021378762772
-0.238	7.38440671143344	7.39262440599605
-0.236	7.04734186349725	7.05493965460155
-0.234	6.71027701556106	6.71715953344424
-0.232	6.37321216762487	6.37928404252412
-0.23	6.03614731968868	6.04131318184118
-0.228	5.69908247175248	5.70324695139543
-0.226	5.36201762381629	5.36508535118686
-0.224	5.0249527758801	5.02682838121547
-0.222	4.68788792794391	4.68847604148127
-0.22	4.35082308000771	4.35002833198425
-0.218	4.01375823207152	4.01148525272442
-0.216	3.67669338413533	3.67284680370177
-0.214	3.33962853619914	3.33411298491631
-0.212	3.00256368826295	2.99528379636803
-0.21	2.66549884032675	2.65635923805694
-0.208	2.32843399239056	2.31733930998303
-0.206	1.99136914445437	1.9782240121463
-0.204	1.65430429651818	1.63901334454676
-0.202	1.31723944858198	1.2997073071844
-0.2	0.980174600645793	0.960305900059232
-0.198	0.463273646485152	0.654096608793117
-0.196	0.182495883287279	0.348925339080808
-0.194	-0.0982818799105938	0.0447920909223049
-0.192	-0.379059643108466	-0.258303135682392
-0.19	-0.659837406306339	-0.560360340733284
-0.188	-0.940615169504212	-0.86137952423037
-0.186	-1.22139293270208	-1.16136068617365
-0.184	-1.50217069589996	-1.46030382656312
-0.182	-1.78294845909783	-1.75820894539879
-0.18	-2.0637262222957	-2.05507604268065
-0.178	-2.34450398549358	-2.35090511840871
-0.176	-2.62528174869145	-2.64569617258296
-0.174	-2.90605951188932	-2.93944920520341
-0.172	-3.18683727508719	-3.23216421627005
-0.17	-3.46761503828507	-3.52384120578288
-0.168	-3.74839280148294	-3.81448017374191
-0.166	-4.02917056468081	-4.10408112014713
-0.164	-4.30994832787868	-4.39264404499855
-0.162	-4.59072609107656	-4.68016894829616
-0.16	-4.87150385427443	-4.96665583003996
-0.158	-5.1522816174723	-5.25210469022996
-0.156	-5.43305938067018	-5.53651552886615
-0.154	-5.71383714386805	-5.81988834594854
-0.152	-5.99461490706592	-6.10222314147712
-0.15	-6.27539267026379	-6.3835199154519
-0.148	-6.55617043346167	-6.66377866787287
-0.146	-6.83694819665954	-6.94299939874003
-0.144	-7.11772595985741	-7.22118210805339
-0.142	-7.39850372305528	-7.49832679581294
-0.14	-7.67928148625316	-7.77443346201869
-0.138	-7.96005924945103	-8.04950210667063
-0.136	-8.24083701264889	-8.32353272976875
-0.134	-8.52161477584676	-8.59652533131308
-0.132	-8.80239253904463	-8.8684799113036
-0.13	-9.0831703022425	-9.13939646974032
-0.128	-9.36394806544038	-9.40927500662323
-0.126	-9.64472582863825	-9.67811552195234
-0.124	-9.92550359183612	-9.94591801572764
-0.122	-10.206281355034	-10.2126824879491
-0.12	-10.4870591182319	-10.4784089386168
-0.118	-10.7678368814297	-10.7430973677307
-0.116	-11.0486146446276	-11.0067477752908
-0.114	-11.3293924078255	-11.2693601612971
-0.112	-11.6101701710234	-11.5309345257495
-0.11	-11.8909479342212	-11.7914708686482
-0.108	-12.1717256974191	-12.050969189993
-0.106	-12.452503460617	-12.3094294897841
-0.104	-12.7332812238148	-12.5668517680213
-0.102	-13.0140589870127	-12.8232360247048
-0.1	-13.2948367502106	-13.0785822598344
-0.098	-13.589058589319	-13.2885770809012
-0.096	-13.7590073707326	-13.4969373697373
-0.094	-13.9289561521463	-13.7036631263426
-0.092	-14.09890493356	-13.9087543507172
-0.09	-14.2688537149737	-14.1122110428611
-0.088	-14.4388024963874	-14.3140332027742
-0.086	-14.6087512778011	-14.5142208304566
-0.084	-14.7787000592148	-14.7127739259083
-0.082	-14.9486488406285	-14.9096924891292
-0.08	-15.1185976220422	-15.1049765201193
-0.078	-15.2885464034559	-15.2986260188788
-0.076	-15.4584951848696	-15.4906409854074
-0.074	-15.6284439662832	-15.6810214197054
-0.072	-15.7983927476969	-15.8697673217726
-0.07	-15.9683415291106	-16.056878691609
-0.0679999999999999	-16.1382903105243	-16.2423555292148
-0.0659999999999999	-16.308239091938	-16.4261978345897
-0.0639999999999999	-16.4781878733517	-16.608405607734
-0.0619999999999999	-16.6481366547654	-16.7889788486475
-0.0599999999999999	-16.8180854361791	-16.9679175573303
-0.0579999999999999	-16.9880342175928	-17.1452217337823
-0.0559999999999999	-17.1579829990065	-17.3208913780036
-0.0539999999999999	-17.3279317804201	-17.4949264899941
-0.0519999999999999	-17.4978805618338	-17.6673270697539
-0.0499999999999999	-17.6678293432475	-17.838093117283
-0.0479999999999999	-17.8377781246612	-18.0072246325813
-0.0459999999999999	-18.0077269060749	-18.1747216156489
-0.0439999999999999	-18.1776756874886	-18.3405840664857
-0.0419999999999999	-18.3476244689023	-18.5048119850918
-0.0399999999999999	-18.517573250316	-18.6674053714672
-0.0379999999999999	-18.6875220317297	-18.8283642256118
-0.0359999999999999	-18.8574708131434	-18.9876885475257
-0.0339999999999999	-19.027419594557	-19.1453783372088
-0.0319999999999999	-19.1973683759707	-19.3014335946612
-0.0299999999999999	-19.3673171573844	-19.4558543198828
-0.0279999999999999	-19.5372659387981	-19.6086405128738
-0.0259999999999999	-19.7072147202118	-19.7597921736339
-0.0239999999999999	-19.8771635016255	-19.9093093021634
-0.0219999999999999	-20.0471122830392	-20.0571918984621
-0.0199999999999999	-20.2170610644529	-20.20343996253
-0.0179999999999999	-20.3870098458666	-20.3480534943673
-0.0159999999999999	-20.5569586272803	-20.4910324939737
-0.0139999999999999	-20.726907408694	-20.6323769613495
-0.012	-20.8968561901076	-20.7720868964945
-0.01	-21.0668049715213	-20.9101622994087
-0.00800000000000001	-21.236753752935	-21.0466031700922
-0.00600000000000001	-21.4067025343487	-21.181409508545
-0.004	-21.5766513157624	-21.314581314767
-0.002	-21.7466000971761	-21.4461185887583
0	-21.9165488785898	-21.5760213305189
0.002	-21.9606113716561	-21.6565635717982
0.004	-22.000632283308	-21.735451881256
0.00600000000000001	-22.0406531949598	-21.8126862588922
0.00800000000000001	-22.0806741066116	-21.8882667047069
0.01	-22.1206950182634	-21.9621932187001
0.012	-22.1607159299152	-22.0344658008718
0.014	-22.2007368415671	-22.1050844512219
0.016	-22.2407577532189	-22.1740491697505
0.018	-22.2807786648707	-22.2413599564576
0.02	-22.3207995765225	-22.3070168113431
0.022	-22.3608204881743	-22.3710197344071
0.024	-22.4008413998262	-22.4333687256496
0.026	-22.440862311478	-22.4940637850705
0.028	-22.4808832231298	-22.5531049126699
0.03	-22.5209041347816	-22.6104921084478
0.032	-22.5609250464334	-22.6662253724042
0.034	-22.6009459580852	-22.720304704539
0.036	-22.6409668697371	-22.7727301048523
0.038	-22.6809877813889	-22.823501573344
0.04	-22.7210086930407	-22.8726191100143
0.042	-22.7610296046925	-22.920082714863
0.044	-22.8010505163443	-22.9658923878902
0.046	-22.8410714279962	-23.0100481290958
0.048	-22.881092339648	-23.0525499384799
0.05	-22.9211132512998	-23.0933978160425
0.052	-22.9611341629516	-23.1325917617836
0.054	-23.0011550746034	-23.1701317757031
0.056	-23.0411759862553	-23.2060178578011
0.0580000000000001	-23.0811968979071	-23.2402500080775
0.0600000000000001	-23.1212178095589	-23.2728282265325
0.0620000000000001	-23.1612387212107	-23.3037525131659
0.0640000000000001	-23.2012596328625	-23.3330228679777
0.0660000000000001	-23.2412805445144	-23.3606392909681
0.0680000000000001	-23.2813014561662	-23.3866017821369
0.0700000000000001	-23.321322367818	-23.4109103414842
0.0720000000000001	-23.3613432794698	-23.4335649690099
0.0740000000000001	-23.4013641911216	-23.4545656647142
0.0760000000000001	-23.4413851027734	-23.4739124285969
0.0780000000000001	-23.4814060144253	-23.491605260658
0.0800000000000001	-23.5214269260771	-23.5076441608977
0.0820000000000001	-23.5614478377289	-23.5220291293158
0.0840000000000001	-23.6014687493807	-23.5347601659123
0.0860000000000001	-23.6414896610325	-23.5458372706874
0.0880000000000001	-23.6815105726844	-23.5552604436409
0.0900000000000001	-23.7215314843362	-23.5630296847729
0.0920000000000001	-23.761552395988	-23.5691449940833
0.0940000000000001	-23.8015733076398	-23.5736063715723
0.0960000000000001	-23.8415942192916	-23.5764138172397
0.0980000000000001	-23.8816151309435	-23.5775673310855
0.1	-23.9216360425953	-23.5770669131098
0.102	-23.7507249418394	-23.5307941992167
0.104	-23.6751414218125	-23.4833251258895
0.106	-23.5995579017856	-23.4346596931283
0.108	-23.5239743817587	-23.3847979009331
0.11	-23.4483908617318	-23.3337397493038
0.112	-23.3728073417049	-23.2814852382405
0.114	-23.2972238216779	-23.2280343677431
0.116	-23.221640301651	-23.1733871378118
0.118	-23.1460567816241	-23.1175435484464
0.12	-23.0704732615972	-23.0605035996469
0.122	-22.9948897415703	-23.0022672914135
0.124	-22.9193062215434	-22.942834623746
0.126	-22.8437227015164	-22.8822055966444
0.128	-22.7681391814895	-22.8203802101089
0.13	-22.6925556614626	-22.7573584641393
0.132	-22.6169721414357	-22.6931403587357
0.134	-22.5413886214088	-22.627725893898
0.136	-22.4658051013819	-22.5611150696263
0.138	-22.390221581355	-22.4933078859206
0.14	-22.314638061328	-22.4243043427809
0.142	-22.2390545413011	-22.3541044402071
0.144	-22.1634710212742	-22.2827081781993
0.146	-22.0878875012473	-22.2101155567575
0.148	-22.0123039812204	-22.1363265758816
0.15	-21.9367204611935	-22.0613412355717
0.152	-21.8611369411665	-21.9851595358278
0.154	-21.7855534211396	-21.9077814766498
0.156	-21.7099699011127	-21.8292070580378
0.158	-21.6343863810858	-21.7494362799918
0.16	-21.5588028610589	-21.6684691425117
0.162	-21.483219341032	-21.5863056455976
0.164	-21.407635821005	-21.5029457892495
0.166	-21.3320523009781	-21.4183895734674
0.168	-21.2564687809512	-21.3326369982512
0.17	-21.1808852609243	-21.245688063601
0.172	-21.1053017408974	-21.1575427695167
0.174	-21.0297182208705	-21.0682011159985
0.176	-20.9541347008436	-20.9776631030462
0.178	-20.8785511808166	-20.8859287306598
0.18	-20.8029676607897	-20.7929979988395
0.182	-20.7273841407628	-20.6988709075851
0.184	-20.6518006207359	-20.6035474568966
0.186	-20.576217100709	-20.5070276467742
0.188	-20.5006335806821	-20.4093114772177
0.19	-20.4250500606552	-20.3103989482272
0.192	-20.3494665406282	-20.2102900598026
0.194	-20.2738830206013	-20.108984811944
0.196	-20.1982995005744	-20.0064832046514
0.198	-20.1227159805475	-19.9027852379248
0.2	-20.0471324605206	-19.7978909117641
0.202	-19.7396265442738	-19.656205219919
0.204	-19.5868230512681	-19.5140657402714
0.206	-19.4340195582624	-19.3714724728213
0.208	-19.2812160652567	-19.2284254175688
0.21	-19.1284125722509	-19.0849245745138
0.212	-18.9756090792452	-18.9409699436563
0.214	-18.8228055862395	-18.7965615249964
0.216	-18.6700020932338	-18.651699318534
0.218	-18.517198600228	-18.5063833242691
0.22	-18.3643951072223	-18.3606135422017
0.222	-18.2115916142166	-18.2143899723319
0.224	-18.0587881212109	-18.0677126146595
0.226	-17.9059846282052	-17.9205814691847
0.228	-17.7531811351994	-17.7729965359075
0.23	-17.6003776421937	-17.6249578148277
0.232	-17.447574149188	-17.4764653059455
0.234	-17.2947706561823	-17.3275190092608
0.236	-17.1419671631765	-17.1781189247736
0.238	-16.9891636701708	-17.028265052484
0.24	-16.8363601771651	-16.8779573923919
0.242	-16.6835566841594	-16.7271959444973
0.244	-16.5307531911537	-16.5759807088002
0.246	-16.3779496981479	-16.4243116853007
0.248	-16.2251462051422	-16.2721888739987
0.25	-16.0723427121365	-16.1196122748942
0.252	-15.9195392191308	-15.9665818879873
0.254	-15.766735726125	-15.8130977132778
0.256	-15.6139322331193	-15.6591597507659
0.258	-15.4611287401136	-15.5047680004515
0.26	-15.3083252471079	-15.3499224623347
0.262	-15.1555217541021	-15.1946231364153
0.264	-15.0027182610964	-15.0388700226935
0.266	-14.8499147680907	-14.8826631211693
0.268	-14.697111275085	-14.7260024318425
0.27	-14.5443077820793	-14.5688879547133
0.272	-14.3915042890735	-14.4113196897816
0.274	-14.2387007960678	-14.2532976370474
0.276	-14.0858973030621	-14.0948217965107
0.278	-13.9330938100564	-13.9358921681716
0.28	-13.7802903170506	-13.77650875203
0.282	-13.6274868240449	-13.6166715480859
0.284	-13.4746833310392	-13.4563805563394
0.286	-13.3218798380335	-13.2956357767904
0.288	-13.1690763450278	-13.1344372094389
0.29	-13.016272852022	-12.9727848542849
0.292	-12.8634693590163	-12.8106787113285
0.294	-12.7106658660106	-12.6481187805695
0.296	-12.5578623730049	-12.4851050620082
0.298	-12.4050588799991	-12.3216375556443
0.3	-12.2522553869934	-12.1577162614779
0.302	-11.9038233986622	-11.9683287944698
0.304	-11.7230327523103	-11.7792922181007
0.306	-11.5422421059583	-11.5906065323707
0.308	-11.3614514596063	-11.4022717372797
0.31	-11.1806608132543	-11.2142878328277
0.312	-10.9998701669024	-11.0266548190147
0.314	-10.8190795205504	-10.8393726958407
0.316	-10.6382888741984	-10.6524414633058
